accuracy,precision,recall,f1,fpr,fnr,model,oversample,applicable,n_features,attack,asr,family,epsilon,iters,confidence,n_train,n_categorical_selected,categorical_selected,resampled,seed
0.1215617522329361,0.1982897508985004,0.0496755565214691,0.0794478375291722,0.6469,0.9503244434785308,RF,smote,True,15.0,FGSM_eps0.3,0.8779644151721196,FGSM,0.3,1.0,,,,,,42
0.0413418939088819,0.1356051911362231,0.0476885342606103,0.0705622932745314,0.9791,0.9523114657393896,MLP,smote,True,15.0,FGSM_eps0.3,0.958184273496174,FGSM,0.3,1.0,,,,,,42
0.5249117486791917,0.8273021001615509,0.4769784842745816,0.6050926564130842,0.3207,0.5230215157254183,LR,smote,True,15.0,FGSM_eps0.5,0.40543485986401,FGSM,0.5,1.0,,,,,,42
0.2716482266815134,0.5389189763194223,0.3151293116830699,0.3977038967145348,0.8684,0.6848706883169301,SVM,smote,True,15.0,FGSM_eps0.5,0.6642422232225355,FGSM,0.5,1.0,,,,,,42
0.1379326683882584,0.2311454311454311,0.0557608121953491,0.0898471697641261,0.5974,0.9442391878046508,RF,smote,True,15.0,FGSM_eps0.5,0.8615698073870501,FGSM,0.5,1.0,,,,,,42
0.0643938496529176,0.2049432739059967,0.0785184265267471,0.1135379020853442,0.9811,0.9214815734732528,MLP,smote,True,15.0,FGSM_eps0.5,0.9349664763439076,FGSM,0.5,1.0,,,,,,42
0.4006254590253263,0.6659302660647393,0.430500791704182,0.522939412796289,0.6956,0.5694992082958179,LR,smote,True,15.0,FGSM_eps0.75,0.5328958279040015,FGSM,0.75,1.0,,,,,,42
0.2469852401146675,0.5107198708570853,0.3143220838895961,0.3891451414514145,0.9699,0.685677916110404,SVM,smote,True,15.0,FGSM_eps0.75,0.6891421260868535,FGSM,0.75,1.0,,,,,,42
0.1403018313629794,0.239857106404695,0.0583687789127262,0.0938896796264389,0.5958,0.9416312210872736,RF,smote,True,15.0,FGSM_eps0.75,0.8591532611528347,FGSM,0.75,1.0,,,,,,42
0.0521689687033571,0.1704142011834319,0.0625912012170511,0.0915552124253502,0.9814,0.9374087987829488,MLP,smote,True,15.0,FGSM_eps0.75,0.9472387405529626,FGSM,0.75,1.0,,,,,,42
0.8307233054561823,0.9449652038062776,0.8262907882889875,0.8816523942822122,0.155,0.1737092117110124,LR,smote,True,15.0,PGD_eps0.15_it10,0.0963775498116515,PGD,0.15,10.0,,,,,,42
0.7972233409936269,0.918969671201814,0.805271818435841,0.8583720814786623,0.2287,0.194728181564159,SVM,smote,True,15.0,PGD_eps0.15_it10,0.1339524745907271,PGD,0.15,10.0,,,,,,42
0.1892724300504631,0.2974823766364551,0.0458567481138812,0.0794641416043471,0.3488,0.9541432518861188,RF,smote,True,15.0,PGD_eps0.15_it10,0.8101115875761093,PGD,0.15,10.0,,,,,,42
0.0464355943045322,0.1254891000558971,0.0418206091465118,0.0627343222411103,0.9387,0.958179390853488,MLP,smote,True,15.0,PGD_eps0.15_it10,0.9532090312492596,PGD,0.15,10.0,,,,,,42
0.8286858252979222,0.9474419604471196,0.8210438076314074,0.8797258861296385,0.1467,0.1789561923685926,LR,smote,True,15.0,PGD_eps0.15_it25,0.0953825013622687,PGD,0.15,25.0,,,,,,42
0.7921296405979767,0.9187064498838664,0.7982240988543575,0.8542379639166694,0.2275,0.2017759011456425,SVM,smote,True,15.0,PGD_eps0.15_it25,0.1392593996541022,PGD,0.15,25.0,,,,,,42
0.2009997867753322,0.3246182322998612,0.0435592536247632,0.0768114751854589,0.2919,0.9564407463752368,RF,smote,True,15.0,PGD_eps0.15_it25,0.7983368475917458,PGD,0.15,25.0,,,,,,42
0.0464355943045322,0.1254891000558971,0.0418206091465118,0.0627343222411103,0.9387,0.958179390853488,MLP,smote,True,15.0,PGD_eps0.15_it25,0.9532090312492596,PGD,0.15,25.0,,,,,,42
0.6782439764031367,0.8688712871287129,0.6811450215778199,0.7636401608103169,0.3311,0.3188549784221801,LR,smote,True,15.0,PGD_eps0.3_it10,0.2500177687223104,PGD,0.3,10.0,,,,,,42
0.5118339690587316,0.7312843817268596,0.5695613027414698,0.6403700148355005,0.6741,0.4304386972585302,SVM,smote,True,15.0,PGD_eps0.3_it10,0.4211424103864105,PGD,0.3,10.0,,,,,,42
0.21876850908574,0.3925364758698092,0.0434350647334595,0.0782154138596148,0.2165,0.9565649352665404,RF,smote,True,15.0,PGD_eps0.3_it10,0.780449667132602,PGD,0.3,10.0,,,,,,42
0.0368641758866592,0.1205966930265995,0.0416653730323822,0.0619332210351431,0.9786,0.9583346269676176,MLP,smote,True,15.0,PGD_eps0.3_it10,0.9627804496671326,PGD,0.3,10.0,,,,,,42
0.7414769361984411,0.8811611840927802,0.7642894843056288,0.8185748013167958,0.332,0.2357105156943711,LR,smote,True,15.0,PGD_eps0.3_it25,0.185197469733943,PGD,0.3,25.0,,,,,,42
0.4870762159728968,0.7205212814836472,0.5355645937470893,0.6144256455921638,0.6691,0.4644354062529107,SVM,smote,True,15.0,PGD_eps0.3_it25,0.4472979696273306,PGD,0.3,25.0,,,,,,42
