accuracy,precision,recall,f1,fpr,fnr,model,config,attack,asr,best_params,family,epsilon,iters,confidence,n_samples,n_eligible,mean_l2,median_queries_success,query_budget_exhausted,numerical_stagnation,elapsed_s,seed
0.08,0.1111111111111111,0.12,0.1153846153846153,0.96,0.88,SVM,as_submitted,HopSkipJump_direct,1.0,{'max_iter': 500},,,,,100.0,92.0,0.3414746820926666,556.0,0.0,0.0,0.7515501976013184,42
0.9984600440664312,0.9992854923889408,0.9986960166413116,0.9989906675569497,0.0023,0.0013039833586885,RF,tuned,clean,0.0,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",,,,,,,,,,,,42
0.2006917955886185,0.4400815110902108,0.1743301561675308,0.24973314356876,0.7144,0.8256698438324692,RF,tuned,FGSM_eps0.15,0.798573763889218,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",FGSM,0.15,1.0,,,,,,,,,42
0.4651614584567272,0.7093983655016519,0.5066596292961595,0.5911289008023473,0.6685,0.4933403707038405,RF,tuned,FGSM_eps0.3,0.5341514842806037,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",FGSM,0.3,1.0,,,,,,,,,42
0.5657087351038877,0.7606295072115384,0.6287373094476699,0.6884231638706169,0.6373,0.3712626905523301,RF,tuned,FGSM_eps0.5,0.4336278992631903,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",FGSM,0.5,1.0,,,,,,,,,42
0.5076879338529697,0.7170915169243627,0.5860473780620323,0.6449805234743389,0.7447,0.4139526219379676,RF,tuned,FGSM_eps0.75,0.4916013172546139,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",FGSM,0.75,1.0,,,,,,,,,42
0.1868795754459949,0.4059996439380452,0.141606383309013,0.2099762907718159,0.6673,0.858393616690987,RF,tuned,PGD_eps0.15_it10,0.8123622924020943,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",PGD,0.15,10.0,,,,,,,,,42
0.268781539482101,0.5522005744003726,0.2208699431835822,0.3155326887252728,0.5769,0.7791300568164178,RF,tuned,PGD_eps0.15_it25,0.7304603283659883,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",PGD,0.15,25.0,,,,,,,,,42
0.3223720059702907,0.6441992484208843,0.2501474743084231,0.3603631809643081,0.445,0.7498525256915769,RF,tuned,PGD_eps0.3_it10,0.6767277120993153,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",PGD,0.3,10.0,,,,,,,,,42
0.3130138122201426,0.6303571428571428,0.2411127324660809,0.3488063958319297,0.4554,0.7588872675339191,RF,tuned,PGD_eps0.3_it25,0.6861332891089578,"{'n_estimators': 100, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 20}",PGD,0.3,25.0,,,,,,,,,42
