accuracy,precision,recall,f1,fpr,fnr,model,attack,epsilon,asr,mean_l2,elapsed_s,seed
0.1119666421853159,0.2691701680672269,0.0954702101896985,0.1409483647697843,0.8349,0.9045297898103016,LR,FGSM_direct,0.5,0.8878201331469592,1.936346173286438,0.145296573638916,31
0.1119666421853159,0.2691701680672269,0.0954702101896985,0.1409483647697843,0.8349,0.9045297898103016,LR,PGD_direct,0.5,0.8878201331469592,1.936346173286438,1.322413206100464,31
0.1049065365206472,0.2622055308979173,0.0953770685212207,0.1398747865680136,0.8644,0.9046229314787791,LR,FGSM_direct,0.75,0.8949039304413751,2.904514789581299,0.1476235389709472,31
0.1049065365206472,0.2622055308979173,0.0953770685212207,0.1398747865680136,0.8644,0.9046229314787791,LR,PGD_direct,0.75,0.8949039304413751,2.904514789581299,1.324617624282837,31
0.5369234049610273,0.7687279826832477,0.5623272998230309,0.6495248341402188,0.5449,0.4376727001769692,SVM,FGSM_direct,0.15,0.4540500841052856,0.5809475183486938,0.1765305995941162,31
0.5369234049610273,0.7687279826832477,0.5623272998230309,0.6495248341402188,0.5449,0.4376727001769692,SVM,PGD_direct,0.15,0.4540500841052856,0.5809475183486938,1.6323401927947998,31
0.1052145277073609,0.2656210473058437,0.0977987519016424,0.1429608786420985,0.8709,0.9022012480983576,SVM,FGSM_direct,0.3,0.8927243005046317,1.1618950366973877,0.1759004592895507,31
0.1052145277073609,0.2656210473058437,0.0977987519016424,0.1429608786420985,0.8709,0.9022012480983576,SVM,PGD_direct,0.3,0.8927243005046317,1.1618950366973877,1.5985753536224363,31
0.0948375938780828,0.2539187525646286,0.0960601074233909,0.1393882056133711,0.9091,0.903939892576609,SVM,FGSM_direct,0.5,0.9049491814541922,1.9364919662475584,0.1722865104675293,31
0.0948375938780828,0.2539187525646286,0.0960601074233909,0.1393882056133711,0.9091,0.903939892576609,SVM,PGD_direct,0.5,0.9049491814541922,1.9364919662475584,1.603290319442749,31
0.0947665189888412,0.2538158542589857,0.096029060200565,0.1393400157675414,0.9093,0.903970939799435,SVM,FGSM_direct,0.75,0.9050913312326756,2.904735326766968,0.1753060817718505,31
0.0947665189888412,0.2538158542589857,0.096029060200565,0.1393400157675414,0.9093,0.903970939799435,SVM,PGD_direct,0.75,0.9050913312326756,2.904735326766968,1.6207566261291504,31
0.5695230874931887,0.8169790020320614,0.5617063553665125,0.6657099753468007,0.4053,0.4382936446334875,LR,FGSM_direct,0.15,0.4222796086142766,0.5809300541877747,0.143578290939331,99
0.5695230874931887,0.8169790020320614,0.5617063553665125,0.6657099753468007,0.4053,0.4382936446334875,LR,PGD_direct,0.15,0.4222796086142766,0.5809300541877747,1.3298001289367676,99
0.1092421047643867,0.2639095767983878,0.0935142351516656,0.1380954564210719,0.8401,0.9064857648483344,LR,FGSM_direct,0.3,0.8884834987798811,1.161860108375549,0.1444826126098632,99
0.1092421047643867,0.2639095767983878,0.0935142351516656,0.1380954564210719,0.8401,0.9064857648483344,LR,PGD_direct,0.3,0.8884834987798811,1.161860108375549,1.3194472789764404,99
0.1088156554289369,0.2645650091439519,0.0943214629451395,0.1390643596081662,0.8445,0.9056785370548605,LR,FGSM_direct,0.5,0.8910185031628326,1.9364335536956787,0.1477084159851074,99
