model,defense_attack,eval_attack,family,accuracy_mean,accuracy_std,adv_train_s_mean,adv_train_s_std,confidence_mean,confidence_std,epsilon_mean,epsilon_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,iters_mean,iters_std,precision_mean,precision_std,ratio_mean,ratio_std,recall_mean,recall_std,retrain_s_mean,retrain_s_std
MLP,FGSM,Clean,Clean,0.9620578549598428,0.0021386498896527905,77.59558153152466,2.567497865670511,,,0.0,0.0,0.9746546486476945,0.0014673012513783665,0.04389145890900056,0.0031625880329294756,0.018779999999999998,0.004412557837203572,0.0,0.0,0.993942313318065,0.001406638739896936,0.4,0.10540925533894598,0.9561085410909994,0.003162588032929439,,
MLP,FGSM,FGSM_eps0.15,FGSM,0.7926390106375417,0.08549150938334571,77.59558153152466,2.567497865670511,,,0.15,0.0,0.8518214263066449,0.0688740615407807,0.1996150144369586,0.10405427537277266,0.23231000000000002,0.09725656161811283,1.0,0.0,0.9167824039341935,0.03472830559281422,0.4,0.10540925533894598,0.8003849855630414,0.10405427537277266,,
MLP,FGSM,FGSM_eps0.3,FGSM,0.8271529768532778,0.08780573638947799,77.59558153152466,2.567497865670511,,,0.3,0.0,0.8784872213292931,0.07695944753251671,0.14748672731224188,0.11857063902208648,0.25453000000000003,0.09999774497457431,1.0,0.0,0.9152694847683884,0.027900268911880285,0.4,0.10540925533894598,0.8525132726877581,0.11857063902208646,,
MLP,FGSM,FGSM_eps0.5,FGSM,0.7920561965457604,0.09927858738577548,77.59558153152466,2.567497865670511,,,0.5,0.0,0.8488400331318191,0.09239491276060838,0.19564407463752365,0.14136958970350938,0.24756,0.1644255062668536,1.0,0.0,0.9154054723335319,0.04600326458581936,0.4,0.10540925533894598,0.8043559253624764,0.1413695897035094,,
MLP,FGSM,FGSM_eps0.75,FGSM,0.6943116396976948,0.12390236828416654,77.59558153152466,2.567497865670511,,,0.75,0.0,0.7573134919991584,0.1511840425631957,0.3207488590145611,0.18216641440381137,0.25718,0.1763005186858192,1.0,0.0,0.896559226909023,0.051598882772201704,0.4,0.10540925533894598,0.6792511409854388,0.18216641440381137,,
MLP,FGSM,PGD_eps0.15_it10,PGD,0.7222985619180744,0.1187081387146295,77.59558153152466,2.567497865670511,,,0.15,0.0,0.7936123301834315,0.103752377330619,0.2736719550436213,0.13845325601093444,0.29068,0.12604219575646528,10.0,0.0,0.8857836845213818,0.05502284605014112,0.4,0.10540925533894598,0.7263280449563787,0.13845325601093447,,
MLP,FGSM,PGD_eps0.15_it25,PGD,0.7301239072235779,0.087282494031755,77.59558153152466,2.567497865670511,,,0.15,0.0,0.803024714026922,0.07114223930986195,0.2660498618398584,0.10007117499388357,0.2822,0.11915628392997156,25.0,0.0,0.8925075926429187,0.04541011644061654,0.4,0.10540925533894598,0.7339501381601415,0.10007117499388359,,
MLP,FGSM,PGD_eps0.3_it10,PGD,0.7179108720888909,0.12100561995011032,77.59558153152466,2.567497865670511,,,0.3,0.0,0.7842298857674825,0.11184103047880008,0.29268527430221364,0.15709805470146984,0.24796,0.11986443453613196,10.0,0.0,0.9002081633102497,0.0475580883370259,0.4,0.10540925533894598,0.7073147256977863,0.1570980547014698,,
MLP,FGSM,PGD_eps0.3_it25,PGD,0.7251083892060934,0.12680511006758496,77.59558153152466,2.567497865670511,,,0.3,0.0,0.789068204509865,0.11110456088437928,0.28932906951473186,0.16274339014103809,0.22839,0.12237020743083941,25.0,0.0,0.9079276591311288,0.05053379823046692,0.4,0.10540925533894598,0.7106709304852681,0.16274339014103806,,
MLP,FGSM,PGD_eps0.5_it10,PGD,0.6743538107986449,0.1288140515382105,77.59558153152466,2.567497865670511,,,0.5,0.0,0.7416392796566905,0.1366999429934228,0.3339439287155764,0.19810776191844287,0.29891999999999996,0.20051277487703592,10.0,0.0,0.8869226882818857,0.06124221346237167,0.4,0.10540925533894598,0.6660560712844236,0.19810776191844287,,
MLP,FGSM,PGD_eps0.5_it25,PGD,0.6909024141770713,0.134154463799472,77.59558153152466,2.567497865670511,,,0.5,0.0,0.7535145313345669,0.1423658721237801,0.3225309696047688,0.20209932941447278,0.26583,0.20554269115901175,25.0,0.0,0.9015670746278674,0.06532325520282857,0.4,0.10540925533894598,0.6774690303952312,0.20209932941447273,,
MLP,FGSM,PGD_eps0.75_it10,PGD,0.6659006373048402,0.13076625985592416,77.59558153152466,2.567497865670511,,,0.75,0.0,0.7336676803671944,0.13662479461649799,0.3437641652954143,0.20377073962240036,0.30297,0.24013612829208167,10.0,0.0,0.8866954197135672,0.07303955752759506,0.4,0.10540925533894598,0.6562358347045857,0.20377073962240033,,
MLP,FGSM,PGD_eps0.75_it25,PGD,0.6974128740316046,0.1270587428757733,77.59558153152466,2.567497865670511,,,0.75,0.0,0.763689865851528,0.12328167118219291,0.3117731068955882,0.1905511195787528,0.273,0.25498744195657075,25.0,0.0,0.8999230606927316,0.07368419153565585,0.4,0.10540925533894598,0.6882268931044118,0.19055111957875276,,
MLP,PGD,CW_c0.0_it10,CW,0.9356535336065768,0.007878312975144157,440.98431303501127,18.161508888366665,0.0,0.0,,,0.9562542057074055,0.005581509177823399,0.07776087428979474,0.01042344663485075,0.02114,0.001674116682512502,10.0,0.0,0.9929341472273869,0.0005433504915184418,0.4,0.10540925533894598,0.9222391257102054,0.01042344663485075,,
MLP,PGD,CW_c0.5_it10,CW,0.9353313274420147,0.007553673647263854,440.98431303501127,18.161508888366665,0.5,0.0,,,0.9560286281870274,0.0053577880865517576,0.07816759290881428,0.009980254143116775,0.02119,0.0017425715352764018,10.0,0.0,0.9929143300202625,0.0005697065387037505,0.4,0.10540925533894598,0.9218324070911856,0.009980254143116752,,
MLP,PGD,Clean,Clean,0.9376483688312918,0.008867837461693931,440.98431303501127,18.161508888366665,,,0.0,0.0,0.9576406575762254,0.006265372360590339,0.07559998758111082,0.011592423055101062,0.01968,0.0017592927872048792,0.0,0.0,0.9934327552487743,0.0005913258855310062,0.4,0.10540925533894598,0.9244000124188891,0.011592423055101055,,
