model,attack,family,accuracy_mean,accuracy_std,asr_mean,asr_std,confidence_mean,confidence_std,epsilon_mean,epsilon_std,f1_mean,f1_std,fnr_mean,fnr_std,fpr_mean,fpr_std,iters_mean,iters_std,precision_mean,precision_std,recall_mean,recall_std
SVM,FGSM_eps0.3,FGSM,0.12342728665584794,0.1236486566549651,0.8103496731729871,0.132679347941516,,,0.3,0.0,0.1270571077803952,0.11897185456224005,0.8606126871160766,0.12758629929071666,0.8899533333333334,0.1268550908845732,1.0,0.0,0.11686216667299583,0.11149023690697886,0.1393873128839234,0.12758629929071666
SVM,FGSM_eps0.5,FGSM,0.048752980426642924,0.0333507981029335,0.8851907926348332,0.037099895147992785,,,0.5,0.0,0.06363460845772975,0.03831563451293662,0.9286961016241577,0.04381853931775436,0.9701533333333334,0.03821619130391963,1.0,0.0,0.05750637752545322,0.034155656614780545,0.07130389837584235,0.04381853931775444
SVM,FGSM_eps0.75,FGSM,0.0407060551390261,0.03935186857533567,0.8933102454149026,0.03969188650696719,,,0.75,0.0,0.0544479013254208,0.04568842827899835,0.9389022523507544,0.05196258296785877,0.97639,0.04129729880862544,1.0,0.0,0.04915427559290884,0.040880569869636195,0.06109774764924554,0.051962582967858786
SVM,PGD_eps0.15_it10,PGD,0.37942395039119514,0.24970537174829527,0.5540955368394332,0.2697799993401095,,,0.15,0.0,0.3158997924841064,0.2552971412469537,0.6827346281533904,0.27208826666409924,0.5684633333333333,0.2617030506551696,10.0,0.0,0.31948114941264155,0.24043535675725392,0.3172653718466095,0.27208826666409924
SVM,PGD_eps0.15_it25,PGD,0.40165000045329685,0.24268416007220214,0.5317480032274734,0.26488461021795306,,,0.15,0.0,0.3266089003241285,0.25204835052487795,0.6759716120310916,0.2710500164108844,0.5332733333333334,0.25654852058951083,25.0,0.0,0.3351830731108277,0.2344857319605621,0.3240283879689084,0.27105001641088444
SVM,PGD_eps0.3_it10,PGD,0.1509623491654805,0.10802070723060443,0.7832842261769852,0.12630533276126613,,,0.3,0.0,0.15776806402683025,0.18250086533116905,0.7991889151740452,0.26452664952424576,0.89083,0.09172291713512919,10.0,0.0,0.1329436642511312,0.1392038249512772,0.2008110848259547,0.2645266495242458
SVM,PGD_eps0.3_it25,PGD,0.15169669002656314,0.10524158832669715,0.7825226875062329,0.12404502862295579,,,0.3,0.0,0.15939664739817339,0.18001826716455002,0.7976661431723754,0.26037896518678577,0.8907566666666666,0.09235812437944421,25.0,0.0,0.13447059069625428,0.13756787600543025,0.20233385682762456,0.2603789651867857
SVM,PGD_eps0.5_it10,PGD,0.08448546277073148,0.10432400077957557,0.8497266620128192,0.11573770426721032,,,0.5,0.0,0.108066568681695,0.17086753945020822,0.8588354571297934,0.23893121031926567,0.9630333333333333,0.04996186462359736,10.0,0.0,0.08860087666645336,0.13238815036273624,0.14116454287020652,0.23893121031926573
SVM,PGD_eps0.5_it25,PGD,0.06974424992973897,0.06732535493503014,0.8647271606393299,0.0818292847322969,,,0.5,0.0,0.0850347953328418,0.11817676601782036,0.8963958412023139,0.1539685866378045,0.9586433333333334,0.05115350346424638,25.0,0.0,0.07272212493675034,0.09556869413364079,0.103604158797686,0.15396858663780452
SVM,PGD_eps0.75_it10,PGD,0.05736924653001276,0.06976998257867774,0.8768591969393398,0.08206110720912024,,,0.75,0.0,0.07200031277817662,0.12163515975176376,0.9107409100848857,0.15707166547563692,0.9693666666666667,0.05239850506773389,10.0,0.0,0.060689529367817865,0.09901617413826719,0.08925908991511436,0.15707166547563695
SVM,PGD_eps0.75_it25,PGD,0.05921507121293161,0.06756319881200805,0.8754666690842499,0.079747408421652,,,0.75,0.0,0.07587293354449767,0.11867202268304242,0.9065344015267479,0.15337452543805824,0.9695,0.052485138108060825,25.0,0.0,0.06424756000650754,0.09652406728314372,0.09346559847325206,0.1533745254380582
